,Numero,Direccion,EntidadFederativaId,MunicipioId,Nombre,Apoyo 2
27013,PL/7932/EXP/ES/2015,Carretera Tlaltenango-Guadalajara Km 1,Zacatecas,Tlaltenango de Sánchez Román,ALEJANDRO ESTRADA ESTRADA,7932
27016,PL/7933/EXP/ES/2015,Carretera Federal 54 Guadalajara-Zacatecas Km 121.500,Zacatecas,Juchipila,ALEJANDRO ESTRADA ESTRADA,7933
27019,PL/7934/EXP/ES/2015,Prolongación Emilio Carranza S/N,Zacatecas,Tlaltenango de Sánchez Román,ALEJANDRO ESTRADA ESTRADA,7934
27022,PL/7935/EXP/ES/2015,Transito Pesado No. 15,Zacatecas,Tlaltenango de Sánchez Román,ALEJANDRO ESTRADA ESTRADA,7935
27025,PL/7936/EXP/ES/2015,Carretera Atolinga-Tlaltenango Km 1,Zacatecas,Atolinga,ARMIDA ROJAS SERRANO,7936
27027,PL/7937/EXP/ES/2015,Avenida Benito Juárez No. 103,Nuevo León,Guadalupe,"SERVICIO EXPRESS LERMA, S. A. DE C. V.",7937
27030,PL/7938/EXP/ES/2015,Carretera Federal Cordoba-Veracruz Km 111+533,Veracruz de Ignacio de la Llave,Medellín de Bravo,"GRUPO GASOLINERO HUEHUETOCA, S.A.P.I. DE C.V.",7938
27033,PL/7939/EXP/ES/2015,Avenida Felix Galvan No. 600,Nuevo León,San Nicolás de los Garza,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7939
27035,PL/794/EXP/ES/2015,Avenida Manuel Talamas Camandary No. 850,Chihuahua,Juárez,"DIAZ GAS, S.A. DE C.V.",794
27038,PL/7940/EXP/ES/2015,Carretera Paso del Toro-San Julian Km 5+994,Veracruz de Ignacio de la Llave,Veracruz,"GRUPO GASOLINERO HUEHUETOCA, S.A.P.I. DE C.V.",7940
27041,PL/7941/EXP/ES/2015,Carretera Federal Zihuatanejo - Lázaro Cárdenas Km 95.3,Guerrero,La Unión de Isidoro Montes de Oca,JOSE ALBERTO VALENCIA FIGUEROA,7941
27044,PL/7943/EXP/ES/2015,Boulevard Federico Benitez No. 15730,Baja California,Tijuana,"AUTOSERVICIO BENITEZ, SA DE CV",7943
27046,PL/7944/EXP/ES/2015,Avenida Francisco I. Madero 4510,Nuevo León,Monterrey,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7944
27048,PL/7945/EXP/ES/2015,Rampa Otay No. 2541,Baja California,Tijuana,"ESTACIONES MEXSON, S.A. DE C.V.",7945
27050,PL/7946/EXP/ES/2015,Avenida Instituto Tecnologico No. 1150,Sonora,Nogales,"ESTACION EL NARANJO, SA DE CV",7946
27053,PL/7947/EXP/ES/2015,Carretera Nacional 2000,Nuevo León,Monterrey,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7947
27055,PL/7948/EXP/ES/2015,Avenida Universidad Veracruzana Fraccionamiento1lt.-D,Veracruz de Ignacio de la Llave,Coatzacoalcos,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,7948
27058,PL/7949/EXP/ES/2015,Carretera Federal Campeche- Merida Km 84+970 Tramo Dzibalche-Becal,Campeche,Calkiní,"COMERCIALIZADORA LA FLOR DE CALKINI, S.A. DE C.V.",7949
27061,PL/795/EXP/ES/2015,Nogales No. 4900 Fraccionamiento Atenas,Chihuahua,Chihuahua,COMBUSTIBLES Y LUBRICANTES ATENAS SA DE CV,795
27064,PL/7950/EXP/ES/2015,Avenida Raúl Salinas Lozano No. 526,Nuevo León,General Escobedo,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7950
27066,PL/7951/EXP/ES/2015,Camino a Barrillas No. 98,Veracruz de Ignacio de la Llave,Coatzacoalcos,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,7951
27069,PL/7952/EXP/ES/2015,Avenida Hidalgo No. 1560,Jalisco,Guadalajara,SM GAS PLUS S.A. DE C.V.,7952
27071,PL/7953/EXP/ES/2015,Carretera Guadalajara-Barra de Navidadkm 190,Jalisco,Casimiro Castillo,OROFULL SA DE CV,7953
27074,PL/7954/EXP/ES/2015,Avenida Raúl Salinas S/N,Nuevo León,General Escobedo,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7954
27076,PL/7955/EXP/ES/2015,Km 1+280 Carretera Mariscala de Juárez-Fresnillo de Tr,Oaxaca,Mariscala de Juárez,GUADALUPE TORRALBA VALLE,7955
27078,PL/7956/EXP/ES/2015,Francisco Marquez No. 450-A,Nuevo León,Monterrey,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7956
27080,PL/7957/EXP/ES/2015,Boulevard Ing. Eulalio Gutierrez No. 1095,Coahuila de Zaragoza,Saltillo,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7957
27082,PL/7958/EXP/ES/2015,Vialidad Fernando Baeza No. 11070,Chihuahua,Cuauhtémoc,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",7958
27085,PL/7959/EXP/ES/2015,Carretera Perez Gazga S/N.,Oaxaca,Putla Villa de Guerrero,MARIA DOMITILA JOSEFINA VASQUEZ GUZMAN,7959
27088,PL/796/EXP/ES/2015,Carretera a Cd. Acuña Km 2,Coahuila de Zaragoza,Piedras Negras,"SERVICIO RAMA, S.A. DE C.V.",796
27091,PL/7960/EXP/ES/2015,Solidaridad 552,Tamaulipas,Matamoros,GRUPO ENERGETICO SEDAMA S.A. DE C.V.,7960
27092,PL/7961/EXP/ES/2015,Avenida Lázaro Cárdenas No. 303,Coahuila de Zaragoza,Saltillo,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7961
27094,PL/7962/EXP/ES/2015,Serdan No. 454,Sonora,Guaymas,"DIFESA, S. A. DE C. V.",7962
27096,PL/7963/EXP/ES/2015,Km 193.5 del Tramo Carretero Cabo San Lucas - La Paz,Baja California Sur,La Paz,"ESTACION DE SERVICIOS LOS NOVILLOS, SA DE CV",7963
27099,PL/7964/EXP/ES/2015,Carretera Internacional No. 15 Empalme Gmas 118.500 Sn,Sonora,Guaymas,"DISTRIBUIDORA GUAYMAS EMPALME, S. A. DE C. V.",7964
27102,PL/7965/EXP/ES/2015,Km 111 + 535 Carretera La Paz-Cabo San Lucas,Baja California Sur,La Paz,"ESTACION DE SERVICIOS LOS NOVILLOS, SA DE CV",7965
27105,PL/7966/EXP/ES/2015,Boulevard Francisco Coss No. 128,Coahuila de Zaragoza,Saltillo,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7966
27107,PL/7967/EXP/ES/2015,Avenida Miguel Aleman S/N,Nuevo León,Guadalupe,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7967
27109,PL/7968/EXP/ES/2015,Avenida Miguel Aleman No. 1866,Nuevo León,San Nicolás de los Garza,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7968
27111,PL/7969/EXP/ES/2015,Camino a Las Escobas No. 1614-A,Nuevo León,Guadalupe,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7969
27113,PL/797/EXP/ES/2015,Boulevard Harold R. Pape No. 2103-A,Coahuila de Zaragoza,Monclova,AUTOSERVICIO BERLANGA S.A. DE C.V.,797
27115,PL/7970/EXP/ES/2015,Avenida Constituyentes de Nuevo Leon No. 103,Nuevo León,Guadalupe,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7970
27117,PL/7971/EXP/ES/2015,Boulevard Venustiano Carranza No. 5530,Coahuila de Zaragoza,Saltillo,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7971
27119,PL/7972/EXP/ES/2015,Periférico Luis Echeverria Alvarez No. 3437,Coahuila de Zaragoza,Saltillo,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7972
27121,PL/7973/EXP/ES/2015,Autopista México-Queretaro Km 32.5,México,Tultitlán,"Gasolineria División Zapata, S.A. de C.V.",7973
27124,PL/7974/EXP/ES/2015,Periférico Luis Echeverria No. 1612,Coahuila de Zaragoza,Saltillo,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7974
27126,PL/7975/EXP/ES/2015,Carretera San Luis de La Paz-Victoria Km 18,Guanajuato,Victoria,Servicio Victoria de la Sierra Gorda S.A. de C.V.,7975
27128,PL/7976/EXP/ES/2015,Carretera Nacional Monterrey -Cd. Victoria,Nuevo León,Linares,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7976
27130,PL/7977/EXP/ES/2015,Avenida Revolución No. 3941,Nuevo León,Monterrey,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7977
27132,PL/7978/EXP/ES/2015,Avenida Camino Real a Santa Rosa No. 500-A,Nuevo León,Apodaca,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7978
27134,PL/7979/EXP/ES/2015,Carretera Nacional Km 263,Nuevo León,Monterrey,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7979
27136,PL/798/EXP/ES/2015,5 de Mayo Sur No. 12,Coahuila de Zaragoza,Acuña,OPERADORA ACUÑA SA DE CV,798
27138,PL/7980/EXP/ES/2015,Carretera a Reynosa Km 298 No. 106-A,Nuevo León,Juárez,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7980
27140,PL/7981/EXP/ES/2015,Ninos Heroes No. 400 Poniente,Nuevo León,Allende,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7981
27142,PL/7982/EXP/ES/2015,Avenida Marcelino García Barragan No. 218,Morelos,Temixco,ESTACION DE SERVICIO GEOPOLIS S.A. DE C.V.,7982
27145,PL/7983/EXP/ES/2015,Carretera Cristobal Colon Km 14,Oaxaca,Villa de Etla,GASOLINERA ETLA S.A DE C.V ,7983
27148,PL/7984/EXP/ES/2015,Calle Carretera Libre a Celaya Km 7.5 Mz. 4 Lt. 3,Querétaro,Corregidora,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7984
27150,PL/7985/EXP/ES/2015,Carretera Valle- Jicamas Km 15.3,Guanajuato,Valle de Santiago,SERVICIO ARTEAGA SA DE CV,7985
27153,PL/7986/EXP/ES/2015,Carretera Acatzingo - Huixcolotla Km 4,Puebla,Acatzingo,PROVEEDORA GARMA DE ENERGETICOS S. DE R.L.,7986
27156,PL/7987/EXP/ES/2015,Avenida Insurgentes No. 47,Nayarit,Compostela,SERVICIO ZACUALPAN SA DE CV,7987
27159,PL/7988/EXP/ES/2015,Autopista Puebla-México Km 22.500,México,Valle de Chalco Solidaridad,"HIDROCARBUROS DE CHALCO, S.A. DE C.V.",7988
27162,PL/7989/EXP/ES/2015,Calzada Industrial Nuevo Nogales No. 1029,Sonora,Nogales,"ESTACION EL NARANJO, SA DE CV",7989
27165,PL/799/EXP/ES/2015,Libramiento Emilio Mendoza Cisneros No. 2396,Coahuila de Zaragoza,Acuña,"OPERADORA LIBRAMIENTO DE ACUÑA, SA DE CV",799
27168,PL/7990/EXP/ES/2015,Francisco I. Madero Poniente No. 218 Esquina Tecnologico,Querétaro,Querétaro,"GASO SIETE, S.A. DE C.V.",7990
27170,PL/7991/EXP/ES/2015,Avenida Yugoslavia No. 1198,Baja California,Mexicali,"CORPORATIVO EMPRENDEDOR DEL NOROESTE, S.A. DE C.V.",7991
27173,PL/7992/EXP/ES/2015,Calzada Mariano Balleza No. 218,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,GASOLINERA SERVICIO FRANCO S.DE R.L. DE C.V.,7992
27176,PL/7993/EXP/ES/2015,Avenida Lauro Villar Y Acción Civica 1203,Tamaulipas,Matamoros,ESTACION DE SERVICIO GARES SA DE CV,7993
27178,PL/7994/EXP/ES/2015,Carretera Brisenas Sahuayo Km 22.631,Michoacán de Ocampo,Venustiano Carranza,Servicio Novoa Blancarte S.A de C.V.,7994
27181,PL/7995/EXP/ES/2015,Carretera Ixmiquilpan-Cardonal Km 11+430,Hidalgo,Ixmiquilpan,GRUPO MARCOS PEDRAZA S DE RL MI,7995
27184,PL/7996/EXP/ES/2015,Avenida Adolfo López Mateos No. 102,México,Zinacantepec,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7996
27187,PL/7997/EXP/ES/2015,Boulevard Narciso Bassols No. 600 Esquina Camino a Santiaguito,México,Tenango del Valle,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7997
27190,PL/7998/EXP/ES/2015,Avenida Benito Juárez No. 1624 Norte Esquina Avenida Solidaridad Las Torres,México,Metepec,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",7998
27192,PL/7999/EXP/ES/2015,Carretera Fresnillo-Valparaiso Km 5,Zacatecas,Fresnillo,ROSALIO RAMIREZ MEDINA,7999
27195,PL/800/EXP/ES/2015,Carmen Serdán No. 266,Colima,Villa de Álvarez,GRUPO 65 SA DE CV,800
27198,PL/8000/EXP/ES/2015,Carretera Panamericana Km 112.24 Aguascalientes - México,Aguascalientes,Aguascalientes,"ESTACION MONTORO, SA DE CV",8000
27201,PL/8001/EXP/ES/2015,Boulevard Salida a Morelia No. 1328,Guanajuato,Acámbaro,"MULTISERVICIOS EL TORNERO, SA DE CV",8001
27204,PL/8002/EXP/ES/2015,Carretera México Toluca Km 44.5,México,Ocoyoacac,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8002
27207,PL/8003/EXP/ES/2015,Carretera Acambaro-Jerecuaro Km 9,Guanajuato,Acámbaro,"MULTISERVICIOS EL TORNERO, SA DE CV",8003
27210,PL/8004/EXP/ES/2015,Carretera a Vitaruto No. 200 Poniente,Sinaloa,Culiacán,"DIAM SERVICIOS, S.A. DE C.V.",8004
27213,PL/8005/EXP/ES/2015,Avenida Ignacio Zaragoza No. 712,Durango,Guadalupe Victoria,"SERVICIO AMARO, S.A. DE C.V. ",8005
27215,PL/8006/EXP/ES/2015,Autopista Durango-Mazatlán Km 22.500,Durango,Durango,"SERVICIO EL CHINO, S.A. DE C.V.",8006
27218,PL/8007/EXP/ES/2015,Km 4 Carretera Uruapan-San Juan Nuevo Sn,Michoacán de Ocampo,Uruapan,MARIA DEL CARMEN DODDOLI VILLASEÑOR,8007
27221,PL/8008/EXP/ES/2015,Santo Tomas No. 11,Ciudad de México,Azcapotzalco,SERVICIOS METROPOLIS SA DE CV,8008
27224,PL/8009/EXP/ES/2015,Francisco Villa Y Luis Echeverria No. 25,Chihuahua,Guachochi,ADAN LOYA GARCIA,8009
27226,PL/801/EXP/ES/2015,Libramiento Manuel Pérez Treviño No. 513,Coahuila de Zaragoza,Piedras Negras,"OPERADORA PIEDRAS, SA DE CV",801
27229,PL/8010/EXP/ES/2015,Kilometro 2.5 Entronque Creel - Balleza,Chihuahua,Guachochi,ADAN LOYA GARCIA,8010
27231,PL/8011/EXP/ES/2015,Avenida San Francisco No. 816,Puebla,Puebla,"RIOSVEL, S.A. DE C.V.",8011
27233,PL/8012/EXP/ES/2015,Sexta 1302 Y Solernau,Tamaulipas,Matamoros,SERVICIO IDEAL DEL NORDESTE SA DE CV,8012
27235,PL/8013/EXP/ES/2015,Avenida La Convención Sur No. 600,Aguascalientes,Aguascalientes,GASOLINERA ASTRA SA DE CV,8013
27238,PL/8014/EXP/ES/2015,Carretera Al Tigre Km 7.7,Guanajuato,Yuriria,SERVICIO EL TIGRE S.A DE C.V,8014
27241,PL/8015/EXP/ES/2015,Carretera Federal Libre a Camargo 359,Tamaulipas,Gustavo Díaz Ordaz,"COMBUSTIBLES Y LUBRICANTES SALINAS, S. A. DE C. V.",8015
27244,PL/8016/EXP/ES/2015,Avenida Norberto Trevino No. 2986,Tamaulipas,Victoria,"Promotora Corcan, S.A. de C.V.",8016
27246,PL/8017/EXP/ES/2015,Avenida Lázaro Cárdenas No. 904,Tamaulipas,Victoria,"Promotora Corcan, S.A. de C.V.",8017
27248,PL/8018/EXP/ES/2015,Km 8+800 Carretera Tecamachalco-Cañada,Puebla,Quecholac,"TUZUAPAN AUTOSERVICIOS, S.A. DE C.V.",8018
27251,PL/8019/EXP/ES/2015,Carretera Ribereña Km 42,Tamaulipas,Miguel Alemán,"COMBUSTIBLES Y LUBRICANTES SALINAS, S. A. DE C. V.",8019
27253,PL/802/EXP/ES/2015,Carretera 29 Km 68.5,Coahuila de Zaragoza,Jiménez,OPERADORA DE COMBUSTIBLES GONZALEZ SA DE CV,802
27254,PL/8020/EXP/ES/2015,Avenida Oscar Perez Escobosa No. 6101,Sinaloa,Mazatlán,"FARMING MULTISERVICIOS, S.A. DE C.V.",8020
27257,PL/8021/EXP/ES/2015,Carretera Tula Tepetitlán Km 11.5,Hidalgo,Tepetitlán,"ESTACIÒN ENDHO, S.A. DE C.V.",8021
27260,PL/8022/EXP/ES/2015,Carretera Tejupilco-Amatepec Km 3.9,México,Tejupilco,SERVICIO ZACATEPEC SA DE CV,8022
27262,PL/8023/EXP/ES/2015,Boulevard Lic. Rafael Mtz. de La Torre Esquina Carrillo,Veracruz de Ignacio de la Llave,Martínez de la Torre,HERMENEGILDO OSCAR CERNA TREVIZO,8023
27264,PL/8024/EXP/ES/2015,Avenida Rafael Buelna S/N,Sinaloa,Mazatlán,"OPERADORA DE GASOLINERAS, S.A. DE C.V.",8024
27267,PL/8025/EXP/ES/2015,Carretera Manuel Doblado-Cueramaro-Leon S/N,Guanajuato,Manuel Doblado,SEGURA & LEON HERNANDEZ SA DE CV,8025
27270,PL/8026/EXP/ES/2015,Km 47 Carretera Toluca- Naucalpan,México,Xonacatlán,Servicios La Guardesa SA de CV,8026
27273,PL/8027/EXP/ES/2015,Calle Uxmal No. 798,Baja California,Mexicali,RAMON MARQUEZ ESPINOZA,8027
27275,PL/8028/EXP/ES/2015,Luis Donaldo Colosio No. 18900,Sinaloa,Mazatlán,"OPERADORA DE GASOLINERAS, S.A. DE C.V.",8028
27278,PL/8029/EXP/ES/2015,Carretera a Ceuta Km 3.3,Sinaloa,Elota,"FARMING MULTISERVICIOS, S.A. DE C.V.",8029
27281,PL/803/EXP/ES/2015,Carretera Acuña-Zaragoza Km 100+600 S/N,Coahuila de Zaragoza,Acuña,"SERVICIO GONZALEZ DE ACUÑA, SA DE CV",803
27284,PL/8030/EXP/ES/2015,Calzada Hector Teran Teran No. 1498,Baja California,Mexicali,"BELLAS ARTES GASOLINERA, SA DE CV",8030
27287,PL/8031/EXP/ES/2015,Carretera Internacional Km 178+750,Sonora,Magdalena,"Gasolinera Perimetral, S.A. de C.V.",8031
27290,PL/8032/EXP/ES/2015,Prolongación Calle 1r0. de Mayo S/N,Jalisco,Tlajomulco de Zúñiga,DELFINA ORTIZ REGALADO,8032
27293,PL/8033/EXP/ES/2015,Carretera Jiquilpan-Sahuayo Km 3.5 No. 3501 Sur,Michoacán de Ocampo,Jiquilpan,GRUPO ESPECIALIZADO CASTELLANOS SA DE CV,8033
27296,PL/8034/EXP/ES/2015,Carretera a Xico S/N Esquina Juárez,Veracruz de Ignacio de la Llave,Coatepec,COMBUSTIBLES TEXIN S. A. DE C. V.,8034
27299,PL/8035/EXP/ES/2015,Avenida Francisco I. Madero No. 17,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,ENRIQUE GUIRAO MARTINEZ,8035
27302,PL/8036/EXP/ES/2015,Boulevard Cd. Industrial Y Avenida Aluminio,Durango,Durango,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",8036
27305,PL/8037/EXP/ES/2015,Avenida Carlos Adrian Aviles No. 445,Tamaulipas,Victoria,RAMENDZ S de RL de CV ,8037
27307,PL/8038/EXP/ES/2015,Alamo No. 500,Veracruz de Ignacio de la Llave,Coatzacoalcos,CRUZ ELVIRA MARTINEZ MENDOZA,8038
27309,PL/8039/EXP/ES/2015,Boulevard Sanchez Taboada No. 23,Baja California,Mexicali,MARIO SOLORZANO RAMOS,8039
27312,PL/804/EXP/ES/2015,Carretera 29 Acuña-Zaragoza Km 68,Coahuila de Zaragoza,Jiménez,OPERADORA DE COMBUSTIBLES GONZALEZ SA DE CV,804
27314,PL/8040/EXP/ES/2015,Hilario Martinez No. 1306,Nuevo León,Monterrey,"STOP SYSTEM GAS, S. A. DE C. V.",8040
27316,PL/8041/EXP/ES/2015,Avenida del Tesoro No. 2197,Jalisco,San Pedro Tlaquepaque,Servicio Martires del Tesoro S de RL de CV,8041
27319,PL/8042/EXP/ES/2015,Josefa Ortiz de Dominguez No. 69,Michoacán de Ocampo,Jacona,Servicio Orandino S de RL de CV,8042
27322,PL/8043/EXP/ES/2015,Carretera Huetamo San Jeronimo Lt. 1 Mz. 42,Michoacán de Ocampo,Huetamo,ESTACION DE SERVICIO LA PRINCESA SA DE CV,8043
27325,PL/8044/EXP/ES/2015,Emiliano Zapata Esquina Panfilo Najera No. 675,Tamaulipas,Río Bravo,COMBUSTIBLES FLOHIN SA DE CV,8044
27327,PL/8045/EXP/ES/2015,Avenida Venustiano Carranza No. 2729,México,Toluca,Super Servicio Caleva SA de CV,8045
27330,PL/8046/EXP/ES/2015,Calzada Manuel de Jesús Clouhtier 4963,Veracruz de Ignacio de la Llave,Veracruz,"GRUPO FERCHE, S.A. DE C.V.",8046
27333,PL/8047/EXP/ES/2015,Carretera Federal 140 Km 425 Mex-Xal-Ver,Veracruz de Ignacio de la Llave,Veracruz,"Combustibles de Santa Fe, S.A. de C.V.",8047
27336,PL/8048/EXP/ES/2015,Carretera Saltillo Zacatecas Km 113,Zacatecas,Concepción del Oro,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8048
27339,PL/8049/EXP/ES/2015,Avenida Eugenio Garza Sada No. 7015-D,Nuevo León,Monterrey,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8049
27341,PL/805/EXP/ES/2015,Avenida Luis Donaldo Colosio No. 367,Campeche,Carmen,"SERVICIO GENCAR, S.A. DE C.V.",805
27344,PL/8050/EXP/ES/2015,Calle Echeven Esquina Cuauhtemoc S/N,Veracruz de Ignacio de la Llave,Veracruz,SERVICIO ECHEVEN S.A DE C.V ,8050
27347,PL/8051/EXP/ES/2015,Avenida Revolución No. 5200,Nuevo León,Monterrey,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8051
27349,PL/8052/EXP/ES/2015,Avenida 2 de Marzo,México,Tultepec,Super Servicio Tultepec SA de CV,8052
27352,PL/8053/EXP/ES/2015,Avenida Prados S/N,México,Tultitlán,Super Servicio san Pablo Hermanos y Suc. SA de CV,8053
27355,PL/8054/EXP/ES/2015,Calle Volivar No. 30,Oaxaca,Zapotitlán Lagunas,SOLEDAD MARIA DOLORES BRAVO GUZMAN,8054
27357,PL/8055/EXP/ES/2015,Carretera Ezequiel Montes a Queretaro Km 6,Querétaro,Colón,ABEL CLEMENCIO PEREZ MONTES,8055
27360,PL/8056/EXP/ES/2015,Carretera San Juan del Rio-Xilitla Km 35,Querétaro,Ezequiel Montes,J DOLORES MANUEL PEREZ MONTES,8056
27363,PL/8057/EXP/ES/2015,Carretera Nacional Acapulco-Zihuatanejo Km 133,Guerrero,Técpan de Galeana,SERVICIO SADALA SA DE CV,8057
27366,PL/8058/EXP/ES/2015,Carretera Queretaro-San Luis Potosi Km 21.3,Querétaro,Querétaro,CUMA PREMIER SA DE CV,8058
27369,PL/8059/EXP/ES/2015,Carretera Nacional 4288-A,Nuevo León,Monterrey,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8059
27371,PL/806/EXP/ES/2015,Libramiento José de Las Fuentes Rodríguez No. 1802,Coahuila de Zaragoza,Acuña,"COMERCIAL LOMAS DE ACUÑA, SA DE CV",806
27373,PL/8060/EXP/ES/2015,Avenida José María La Fragua No. 8319,Puebla,Puebla,SINERGIA DE ENERGETICOS S.A. DE C.V. ,8060
27376,PL/8061/EXP/ES/2015,Boulevard Emiliano Zapata No. 176,Guanajuato,Silao de la Victoria,Serviexpress Colinas S.A. de C.V.,8061
27379,PL/8062/EXP/ES/2015,Boulevard a San Ramon No. 25,Zacatecas,Guadalupe,Multiservicio San Ramón S.A. de C.V.,8062
27382,PL/8063/EXP/ES/2015,Carretera Monterrey-Saltillo 2748-A,Nuevo León,Santa Catarina,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8063
27384,PL/8064/EXP/ES/2015,Carretera Delicias-Rosales Km 3.50,Chihuahua,Rosales,TADEGAS SA DE CV,8064
27387,PL/8065/EXP/ES/2015,Boulevard de Las Americas No. 595,Baja California,Mexicali,SERVICIO RIO FUERTE SA DE CV,8065
27389,PL/8066/EXP/ES/2015,Avenida Ruiz Cortines 1400-A,Nuevo León,Guadalupe,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8066
27391,PL/8067/EXP/ES/2015,Carretera Irapuato-Abasolo No. 5811,Guanajuato,Irapuato,SERVIEXPRESS SANTA ANITA S.A. DE C.V.,8067
27394,PL/8068/EXP/ES/2015,Boulevard Norte No. 4210,Puebla,Puebla,SINERGIA DE ENERGETICOS S.A. DE C.V. ,8068
27397,PL/8069/EXP/ES/2015,Carretera Monterrey -Saltillo 1300-1,Nuevo León,Santa Catarina,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8069
27399,PL/807/EXP/ES/2015,Carretera Presa La Amistad No. 1390.,Coahuila de Zaragoza,Acuña,"SERVICIO EXCELSIOR, SA DE CV",807
27401,PL/8070/EXP/ES/2015,Carretera Huinala No. 398,Nuevo León,Apodaca,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8070
27403,PL/8071/EXP/ES/2015,Carretera Nacional Monterrey - Laredo Km 18,Nuevo León,Apodaca,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8071
27405,PL/8073/EXP/ES/2015,Carretera Federal 57 Saltillo-Matehuala Km 93.600,Nuevo León,Galeana,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8073
27408,PL/8074/EXP/ES/2015,Avenida Acapulco 201,Nuevo León,Apodaca,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8074
27410,PL/8075/EXP/ES/2015,Avenida Juan Pablo Ii No. 1735,Michoacán de Ocampo,Morelia,GASOLINERA MONTAÑA SUR S DE RL DE CV,8075
27413,PL/8076/EXP/ES/2015,Calle Sicomoro No. 301,Nuevo León,Apodaca,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8076
27415,PL/8077/EXP/ES/2015,Avenida Ruiz Cortines No. 247-1,Nuevo León,Guadalupe,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8077
27417,PL/8078/EXP/ES/2015,Avenida Ayuntamiento No. 2703,Tamaulipas,Tampico,GASOLINERA M Y G SA DE CV,8078
27419,PL/8079/EXP/ES/2015,Carretera Monterrey -Monclova Km 25 No. 203 Norte,Nuevo León,Hidalgo,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8079
27422,PL/808/EXP/ES/2015,Carretera 57 No. 2101,Coahuila de Zaragoza,Piedras Negras,"ESTACION DE SERVICIO DEL NORTE, SA DE CV",808
27425,PL/8080/EXP/ES/2015,Avenida Veracruz No. 972 Esquina Calle Rio Mismaloya,Veracruz de Ignacio de la Llave,Veracruz,EMAKI DEL SURESTE S.A DE C.V,8080
27427,PL/8081/EXP/ES/2015,Avenida Venustiano Carranza Sur 480,Nuevo León,Monterrey,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",8081
27429,PL/8082/EXP/ES/2015,Carretera 30 Tramo Estatal Km 13 No. 204,Coahuila de Zaragoza,Frontera,COMBUSTIBLES DE FRONTERA S.A. DE C.V.,8082
